nim,tgl_lahir,ipk,sks,bobot,ta,lama_studi,tgl_yudisium
P31.2019.02260,1994-08-25,3.5,42,0.0,20221,3.1,2022-10-25
P31.2019.02280,1995-05-15,3.68,42,0.0,20221,2.6,2022-10-25
P31.2019.02283,1994-04-10,3.61,42,0.0,20221,2.6,2022-10-25
P31.2020.02291,1988-04-16,3.82,42,0.0,20221,2.1,2022-10-25
P31.2020.02299,1998-07-23,3.57,42,0.0,20221,2.1,2022-10-25
P31.2020.02301,1994-11-07,3.89,42,0.0,20221,2.1,2022-10-25
P31.2020.02304,1971-08-16,3.93,42,0.0,20221,2.1,2022-10-25
P31.2020.02307,1993-03-20,3.82,42,0.0,20221,2.1,2022-10-25
P31.2020.02325,1989-05-18,3.43,42,0.0,20221,2.1,2022-10-25
P31.2020.02326,1981-10-12,3.93,42,0.0,20221,2.1,2022-10-25
P31.2020.02327,1985-08-15,3.68,42,0.0,20221,2.1,2022-10-25
P31.2020.02328,1982-12-07,3.68,42,0.0,20221,2.1,2022-10-25
P31.2020.02330,1985-05-27,3.39,42,0.0,20221,2.1,2022-10-25
P31.2020.02333,1996-09-04,3.39,42,0.0,20221,2.1,2022-10-25
P31.2020.02335,1990-06-28,3.32,42,0.0,20221,2.1,2022-10-25
P31.2020.02337,1995-09-18,3.39,42,0.0,20221,2.1,2022-10-25
P31.2020.02338,1982-01-15,3.21,42,0.0,20221,2.1,2022-10-25
P31.2020.02339,1997-07-21,3.5,42,0.0,20221,2.1,2022-10-25
P31.2020.02349,1996-09-18,3.79,42,0.0,20221,1.6,2022-10-25
P31.2020.02351,1982-01-23,3.93,42,0.0,20221,1.6,2022-10-25
P31.2020.02355,1986-05-16,3.71,42,0.0,20221,1.6,2022-10-25
P31.2020.02378,1982-10-20,3.57,42,0.0,20221,1.6,2022-10-25
P31.2020.02382,1990-06-14,3.29,42,0.0,20221,1.6,2022-10-25
P31.2020.02388,1991-06-13,3.36,42,0.0,20221,1.6,2022-10-25
P31.2020.02392,1989-10-01,3.61,42,0.0,20221,1.6,2022-10-25
P31.2020.02394,1994-11-10,3.32,42,0.0,20221,1.6,2022-10-25
P31.2020.02398,1988-09-04,3.5,42,0.0,20221,1.6,2022-10-25
P31.2020.02404,1990-11-14,3.68,42,0.0,20221,2.1,2022-10-25
A12.2015.05323,1997-04-25,2.38,144,0.0,20221,7.1,2022-10-25
A12.2015.05363,1997-06-05,2.99,145,0.0,20221,7.1,2022-10-25
A12.2017.05868,1999-04-02,3.03,144,0.0,20221,5.1,2022-10-25
A12.2017.05871,1999-08-18,3.13,144,0.0,20221,5.1,2022-10-25
A12.2018.05915,1999-10-31,3.14,144,0.0,20221,4.1,2022-10-25
A12.2018.05926,1999-10-09,3.28,144,0.0,20221,4.1,2022-10-25
A12.2018.05939,2000-02-24,3.33,144,0.0,20221,4.1,2022-10-25
A12.2018.05959,2000-04-12,3.42,144,0.0,20221,4.1,2022-10-25
A12.2018.05973,1999-06-04,3.25,144,0.0,20221,4.1,2022-10-25
A12.2018.05979,2000-12-20,3.35,144,0.0,20221,4.1,2022-10-25
A12.2018.05997,1999-11-17,3.33,144,0.0,20221,4.1,2022-10-25
A12.2018.06007,1999-05-16,3.39,144,0.0,20221,4.1,2022-10-25
A12.2018.06008,1999-11-18,3.1,144,0.0,20221,4.1,2022-10-25
A12.2018.06010,2000-04-06,3.32,144,0.0,20221,4.1,2022-10-25
A12.2018.06019,1999-08-01,3.27,144,0.0,20221,4.1,2022-10-25
A12.2018.06021,1999-04-11,3.26,144,0.0,20221,4.1,2022-10-25
A12.2018.06035,1999-11-19,3.23,144,0.0,20221,4.1,2022-10-25
A12.2018.06049,2000-05-24,3.29,144,0.0,20221,4.1,2022-10-25
A12.2018.06052,2000-08-15,3.02,144,0.0,20221,4.1,2022-10-25
A12.2018.06070,2000-03-06,3.54,144,0.0,20221,4.1,2022-10-25
A14.2017.02699,1999-03-31,2.78,146,0.0,20221,5.1,2022-10-25
A14.2017.02740,1996-08-08,3.05,147,0.0,20221,5.1,2022-10-25
A15.2016.00518,1998-08-29,3.49,148,0.0,20221,6.1,2022-10-25
A15.2017.00749,1997-12-26,3.42,149,0.0,20221,5.1,2022-10-25
A15.2018.01028,1999-12-24,3.51,147,0.0,20221,4.1,2022-10-25
A15.2018.01050,2000-05-31,3.42,147,0.0,20221,4.1,2022-10-25
A15.2018.01054,2000-01-30,3.45,144,0.0,20221,4.1,2022-10-25
A15.2018.01060,1999-10-25,3.33,144,0.0,20221,4.1,2022-10-25
A15.2018.01152,2000-05-09,3.59,147,0.0,20221,4.1,2022-10-25
A15.2018.01207,2000-06-08,3.31,150,0.0,20221,4.1,2022-10-25
A15.2018.01223,2000-04-12,3.56,150,0.0,20221,4.1,2022-10-25
A15.2018.01328,2000-03-18,3.1,146,0.0,20221,4.1,2022-10-25
A24.2019.00736,2000-12-16,3.5,110,0.0,20221,3.1,2022-10-25
B12.2015.02871,1996-12-23,3.43,147,0.0,20221,7.1,2022-10-25
B12.2016.03083,1998-12-11,3.53,147,0.0,20221,6.1,2022-10-25
B12.2016.03119,1997-09-12,2.9,147,0.0,20221,6.1,2022-10-25
B12.2017.03433,1999-10-24,3.31,149,0.0,20221,5.1,2022-10-25
B12.2017.03485,1998-12-31,3.31,147,0.0,20221,5.1,2022-10-25
B12.2017.03534,1999-08-16,3.47,149,0.0,20221,5.1,2022-10-25
B12.2017.03535,1999-06-10,3.49,149,0.0,20221,5.1,2022-10-25
B12.2017.03593,1999-01-03,3.47,149,0.0,20221,5.1,2022-10-25
B12.2017.03597,1999-12-31,3.44,149,0.0,20221,5.1,2022-10-25
B12.2017.03639,1999-10-02,3.38,146,0.0,20221,5.1,2022-10-25
B12.2017.03652,1999-08-01,3.53,149,0.0,20221,5.1,2022-10-25
B11.2018.05253,2000-07-21,3.3,147,0.0,20221,4.1,2022-10-25
B12.2015.02990,1996-09-25,3.1,148,0.0,20221,7.1,2022-10-25
B11.2017.04616,1999-03-26,3.01,147,0.0,20221,5.1,2022-10-25
B12.2016.03126,1998-08-04,3.11,146,0.0,20221,6.1,2022-10-25
B12.2017.03447,1999-05-09,3.19,149,0.0,20221,5.1,2022-10-25
P32.2019.00673,1996-06-21,3.86,42,0.0,20221,3.1,2022-10-25
P32.2020.00736,1978-05-12,3.61,42,0.0,20221,2.1,2022-10-25
C11.2017.01832,1999-11-24,3.42,146,0.0,20221,5.1,2022-10-26
P32.2019.00697,1981-04-04,3.32,42,0.0,20221,2.6,2022-10-25
D11.2018.02658,1999-10-09,3.17,144,0.0,20221,4.2,2022-12-29
D11.2018.02695,2000-03-20,3.34,144,0.0,20221,4.2,2022-12-29
D11.2018.02710,2000-03-01,3.63,144,0.0,20221,4.2,2022-12-29
D11.2018.02733,2000-10-10,3.18,144,0.0,20221,4.2,2022-12-29
D11.2018.02739,1998-07-15,3.18,144,0.0,20221,4.2,2022-12-29
D22.2016.01950,1998-09-26,2.86,117,0.0,20221,6.2,2022-12-29
D22.2018.02233,2000-08-08,3.24,115,0.0,20221,4.2,2022-12-29
D22.2018.02282,2000-03-22,3.25,118,0.0,20221,4.2,2022-12-29
D22.2018.02288,2000-03-18,3.0,118,0.0,20221,4.2,2022-12-29
D22.2018.02367,1999-08-20,2.98,119,0.0,20221,4.2,2022-12-29
D22.2018.02399,1988-12-18,3.27,118,0.0,20221,4.2,2022-12-29
D22.2018.02439,2000-03-16,2.85,118,0.0,20221,4.2,2022-12-29
D22.2019.02591,2001-01-08,3.1,116,0.0,20221,3.2,2022-12-29
D22.2019.02630,2000-12-27,3.35,116,0.0,20221,3.2,2022-12-29
D22.2019.02651,2001-04-25,2.94,116,0.0,20221,3.2,2022-12-29
D22.2019.02672,1997-08-11,2.9,116,0.0,20221,3.2,2022-12-29
D22.2019.02722,1996-03-27,2.92,116,0.0,20221,3.2,2022-12-29
D22.2019.02749,2002-01-17,2.89,116,0.0,20221,3.2,2022-12-29
D22.2019.02886,2001-04-22,3.14,116,0.0,20221,3.2,2022-12-29
D22.2019.02888,2001-03-05,2.89,116,0.0,20221,3.2,2022-12-29
D22.2017.02074,1999-07-13,2.9,120,0.0,20221,5.2,2022-12-29
D22.2019.02605,2000-10-24,3.14,116,0.0,20221,3.2,2022-12-29
D22.2019.02662,2001-01-21,3.09,116,0.0,20221,3.2,2022-12-29
D22.2019.02696,2001-01-24,3.16,116,0.0,20221,3.2,2022-12-29
D22.2019.02781,2001-05-02,3.13,116,0.0,20221,3.2,2022-12-29
D22.2019.02804,2001-09-26,3.03,116,0.0,20221,3.2,2022-12-29
D22.2019.02822,2000-08-09,3.19,116,0.0,20221,3.2,2022-12-29
D22.2019.02919,2001-05-18,3.1,116,0.0,20221,3.2,2022-12-29
B11.2018.05393,1999-01-01,3.29,147,0.0,20221,4.3,2023-01-20
B11.2018.05404,2000-11-23,3.56,147,0.0,20221,4.3,2023-01-20
B11.2018.05405,2000-03-22,3.57,147,0.0,20221,4.3,2023-01-20
B11.2018.05465,2000-08-22,3.3,147,0.0,20221,4.3,2023-01-20
B11.2018.05476,2000-05-07,3.35,147,0.0,20221,4.3,2023-01-20
B11.2018.05485,2000-03-28,3.03,147,0.0,20221,4.3,2023-01-20
B11.2018.05502,2000-11-02,3.34,147,0.0,20221,4.3,2023-01-20
B11.2018.05524,1999-08-25,3.34,147,0.0,20221,4.3,2023-01-20
B11.2019.06115,1997-01-08,3.55,153,0.0,20221,3.3,2023-01-20
B12.2016.03165,1997-06-18,3.4,147,0.0,20221,6.3,2023-01-20
B12.2016.03203,1998-08-18,3.37,147,0.0,20221,6.3,2023-01-20
B12.2017.03435,1999-03-02,3.3,146,0.0,20221,5.3,2023-01-20
B12.2017.03542,1998-10-05,3.3,146,0.0,20221,5.3,2023-01-20
B12.2017.03607,1999-07-27,3.42,149,0.0,20221,5.3,2023-01-20
B12.2018.03675,1999-04-19,3.52,146,0.0,20221,4.3,2023-01-20
B12.2018.03680,2000-04-03,3.61,146,0.0,20221,4.3,2023-01-20
B12.2018.03686,2000-08-13,3.57,146,0.0,20221,4.3,2023-01-20
B12.2018.03689,2000-08-12,3.59,146,0.0,20221,4.3,2023-01-20
B12.2018.03711,2000-04-04,3.61,146,0.0,20221,4.3,2023-01-20
B12.2018.03722,2000-08-24,3.38,146,0.0,20221,4.3,2023-01-20
B12.2018.03723,2000-07-08,3.58,146,0.0,20221,4.3,2023-01-20
B12.2018.03724,1999-11-22,3.45,146,0.0,20221,4.3,2023-01-20
B12.2018.03726,2000-10-02,3.53,146,0.0,20221,4.3,2023-01-20
B12.2018.03735,2000-04-30,3.28,148,0.0,20221,4.3,2023-01-20
B12.2018.03744,1996-02-02,3.28,146,0.0,20221,4.3,2023-01-20
B12.2018.03745,1999-10-27,3.47,146,0.0,20221,4.3,2023-01-20
B12.2018.03766,2000-06-03,3.55,146,0.0,20221,4.3,2023-01-20
B12.2018.03778,1999-12-06,3.32,146,0.0,20221,4.3,2023-01-20
B12.2018.03798,2000-01-21,3.53,146,0.0,20221,4.3,2023-01-20
B12.2018.03818,2000-10-09,3.6,146,0.0,20221,4.3,2023-01-20
B12.2018.03830,2000-07-04,3.41,146,0.0,20221,4.3,2023-01-20
B12.2018.03853,2000-04-26,3.54,146,0.0,20221,4.3,2023-01-20
B12.2018.03860,2000-07-30,3.55,146,0.0,20221,4.3,2023-01-20
B12.2018.03871,1999-09-11,3.46,146,0.0,20221,4.3,2023-01-20
B12.2018.03892,2000-01-21,3.45,146,0.0,20221,4.3,2023-01-20
A15.2016.00451,1998-09-02,3.29,146,0.0,20221,6.4,2023-02-03
A15.2016.00537,1996-12-07,3.36,146,0.0,20221,6.4,2023-02-03
A15.2017.00925,1998-08-25,3.3,146,0.0,20221,5.4,2023-02-03
A15.2018.01084,1999-08-14,3.28,150,0.0,20221,4.4,2023-02-03
A15.2018.01108,1999-11-27,3.27,147,0.0,20221,4.4,2023-02-03
A15.2018.01127,1998-05-26,3.71,145,0.0,20221,4.4,2023-02-03
A15.2018.01160,2000-12-31,3.27,146,0.0,20221,4.4,2023-02-03
A15.2018.01200,2000-12-28,3.34,150,0.0,20221,4.4,2023-02-03
A15.2018.01203,1999-08-08,3.48,147,0.0,20221,4.4,2023-02-03
A15.2018.01241,2001-03-28,3.39,150,0.0,20221,4.4,2023-02-03
A15.2018.01244,2000-04-11,3.34,150,0.0,20221,4.4,2023-02-03
A15.2018.01260,1999-04-07,3.46,148,0.0,20221,4.4,2023-02-03
A15.2018.01268,1999-10-03,3.2,145,0.0,20221,4.4,2023-02-03
A15.2018.01274,2000-11-08,3.17,150,0.0,20221,4.4,2023-02-03
A15.2019.01337,2001-02-27,3.71,147,0.0,20221,3.4,2023-02-03
A15.2019.01338,2001-10-31,3.68,147,0.0,20221,3.4,2023-02-03
A15.2019.01340,2001-12-22,3.77,144,0.0,20221,3.4,2023-02-03
A15.2019.01344,2000-07-11,3.73,147,0.0,20221,3.4,2023-02-03
A15.2019.01345,2000-08-15,3.65,147,0.0,20221,3.4,2023-02-03
A15.2019.01351,2001-01-09,3.66,147,0.0,20221,3.4,2023-02-03
A15.2019.01357,2000-12-24,3.45,146,0.0,20221,3.4,2023-02-03
A15.2019.01359,2001-01-19,3.56,144,0.0,20221,3.4,2023-02-03
A15.2019.01364,2000-11-26,3.64,147,0.0,20221,3.4,2023-02-03
A15.2019.01366,2000-11-28,3.65,147,0.0,20221,3.4,2023-02-03
A15.2019.01367,2001-04-03,3.65,147,0.0,20221,3.4,2023-02-03
A15.2019.01368,2001-05-03,3.67,147,0.0,20221,3.4,2023-02-03
A15.2019.01372,2001-01-22,3.76,147,0.0,20221,3.4,2023-02-03
A15.2019.01375,2001-06-28,3.66,147,0.0,20221,3.4,2023-02-03
A15.2019.01382,2000-03-16,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01383,2001-08-20,3.69,147,0.0,20221,3.4,2023-02-03
A15.2019.01386,2001-05-19,3.82,147,0.0,20221,3.4,2023-02-03
A15.2019.01387,2001-06-03,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01388,2000-11-07,3.75,147,0.0,20221,3.4,2023-02-03
A15.2019.01396,2000-08-03,3.39,147,0.0,20221,3.4,2023-02-03
A15.2019.01397,2001-10-13,3.63,147,0.0,20221,3.4,2023-02-03
A15.2019.01400,2000-12-22,3.69,147,0.0,20221,3.4,2023-02-03
A15.2019.01402,2001-04-14,3.52,147,0.0,20221,3.4,2023-02-03
A15.2019.01405,2001-08-18,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01407,2001-06-14,3.54,144,0.0,20221,3.4,2023-02-03
A15.2019.01409,2000-11-08,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01415,2001-04-29,3.45,144,0.0,20221,3.4,2023-02-03
A15.2019.01418,2000-06-06,3.61,147,0.0,20221,3.4,2023-02-03
A15.2019.01424,2000-08-18,3.62,147,0.0,20221,3.4,2023-02-03
A15.2019.01429,2001-08-18,3.75,147,0.0,20221,3.4,2023-02-03
A15.2019.01431,2002-01-15,3.4,147,0.0,20221,3.4,2023-02-03
A15.2019.01438,2001-03-14,3.55,147,0.0,20221,3.4,2023-02-03
A15.2019.01440,1999-01-04,3.53,147,0.0,20221,3.4,2023-02-03
A15.2019.01441,2002-02-26,3.58,147,0.0,20221,3.4,2023-02-03
A15.2019.01442,2000-01-12,3.52,145,0.0,20221,3.4,2023-02-03
A15.2019.01445,2001-09-17,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01447,1997-10-05,3.75,147,0.0,20221,3.4,2023-02-03
A15.2019.01448,2001-07-01,3.51,147,0.0,20221,3.4,2023-02-03
A15.2019.01449,2001-08-02,3.61,147,0.0,20221,3.4,2023-02-03
A15.2019.01451,2000-10-11,3.65,147,0.0,20221,3.4,2023-02-03
A15.2019.01455,2001-01-08,3.44,150,0.0,20221,3.4,2023-02-03
A15.2019.01457,2001-02-02,3.34,145,0.0,20221,3.4,2023-02-03
A15.2019.01461,1999-05-19,3.28,146,0.0,20221,3.4,2023-02-03
A15.2019.01464,2000-08-29,3.52,147,0.0,20221,3.4,2023-02-03
A15.2019.01468,2000-09-20,3.24,147,0.0,20221,3.4,2023-02-03
A15.2019.01472,2001-06-02,3.24,145,0.0,20221,3.4,2023-02-03
A15.2019.01474,1995-04-20,3.45,147,0.0,20221,3.4,2023-02-03
A15.2019.01478,1996-10-17,3.63,147,0.0,20221,3.4,2023-02-03
A15.2019.01480,2002-01-11,3.53,147,0.0,20221,3.4,2023-02-03
A15.2019.01483,2001-04-13,3.64,147,0.0,20221,3.4,2023-02-03
A15.2019.01491,2000-11-22,3.7,147,0.0,20221,3.4,2023-02-03
A15.2019.01496,2001-04-28,3.54,147,0.0,20221,3.4,2023-02-03
A15.2019.01501,2001-07-24,3.68,147,0.0,20221,3.4,2023-02-03
A15.2019.01504,2000-06-21,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01506,2000-12-25,3.7,147,0.0,20221,3.4,2023-02-03
A15.2019.01510,2000-09-19,3.71,147,0.0,20221,3.4,2023-02-03
A15.2019.01513,2000-12-25,3.84,147,0.0,20221,3.4,2023-02-03
A15.2019.01517,2002-06-08,3.68,147,0.0,20221,3.4,2023-02-03
A15.2019.01518,2000-05-26,3.77,144,0.0,20221,3.4,2023-02-03
A15.2019.01520,2001-07-30,3.54,147,0.0,20221,3.4,2023-02-03
A15.2019.01522,2001-04-30,3.54,147,0.0,20221,3.4,2023-02-03
A15.2019.01524,2001-03-22,3.62,147,0.0,20221,3.4,2023-02-03
A15.2019.01526,2002-08-16,3.85,147,0.0,20221,3.4,2023-02-03
A15.2019.01527,2001-08-20,3.74,147,0.0,20221,3.4,2023-02-03
A15.2019.01529,2001-04-24,3.57,147,0.0,20221,3.4,2023-02-03
A15.2019.01530,2001-08-10,3.59,144,0.0,20221,3.4,2023-02-03
A15.2019.01534,2001-09-28,3.46,144,0.0,20221,3.4,2023-02-03
A15.2019.01535,2001-06-01,3.56,147,0.0,20221,3.4,2023-02-03
A15.2019.01538,2001-05-06,3.64,147,0.0,20221,3.4,2023-02-03
A15.2019.01539,2001-03-02,3.82,147,0.0,20221,3.4,2023-02-03
A15.2019.01541,1999-12-26,3.76,147,0.0,20221,3.4,2023-02-03
A15.2019.01548,2000-08-15,3.54,144,0.0,20221,3.4,2023-02-03
A15.2019.01550,2000-09-22,3.51,147,0.0,20221,3.4,2023-02-03
A15.2019.01551,2001-04-22,3.53,147,0.0,20221,3.4,2023-02-03
A15.2019.01555,2001-09-19,3.55,147,0.0,20221,3.4,2023-02-03
A15.2019.01556,2000-10-19,3.17,146,0.0,20221,3.4,2023-02-03
A15.2019.01558,2000-09-03,3.7,147,0.0,20221,3.4,2023-02-03
A15.2019.01562,2001-03-14,3.58,147,0.0,20221,3.4,2023-02-03
A15.2019.01566,2001-03-14,3.53,144,0.0,20221,3.4,2023-02-03
A15.2019.01567,2001-11-22,3.5,147,0.0,20221,3.4,2023-02-03
A15.2019.01575,2001-01-14,3.79,147,0.0,20221,3.4,2023-02-03
A15.2019.01582,2000-10-14,3.87,147,0.0,20221,3.4,2023-02-03
A15.2019.01583,1999-10-24,3.35,149,0.0,20221,3.4,2023-02-03
A15.2019.01584,2000-07-26,3.74,147,0.0,20221,3.4,2023-02-03
A15.2019.01592,2001-10-03,3.67,147,0.0,20221,3.4,2023-02-03
A15.2019.01595,2000-11-19,3.72,147,0.0,20221,3.4,2023-02-03
A15.2019.01597,2001-06-11,3.53,147,0.0,20221,3.4,2023-02-03
A15.2019.01598,2000-08-04,3.81,147,0.0,20221,3.4,2023-02-03
A15.2019.01599,2000-11-11,3.74,147,0.0,20221,3.4,2023-02-03
A15.2019.01604,2001-01-26,3.7,147,0.0,20221,3.4,2023-02-03
A15.2019.01605,2001-09-24,3.63,147,0.0,20221,3.4,2023-02-03
A15.2019.01609,2001-11-09,3.61,147,0.0,20221,3.4,2023-02-03
A15.2019.01612,1999-10-23,3.55,147,0.0,20221,3.4,2023-02-03
A15.2019.01614,1999-10-03,3.5,147,0.0,20221,3.4,2023-02-03
A15.2019.01615,2001-01-31,3.74,147,0.0,20221,3.4,2023-02-03
A15.2019.01625,2000-02-29,3.53,147,0.0,20221,3.4,2023-02-03
A15.2019.01633,2000-08-16,3.67,147,0.0,20221,3.4,2023-02-03
A15.2019.01634,2000-08-29,3.5,147,0.0,20221,3.4,2023-02-03
A15.2019.01638,2001-04-29,3.65,147,0.0,20221,3.4,2023-02-03
A15.2019.01639,2001-10-19,3.46,147,0.0,20221,3.4,2023-02-03
A11.2015.08933,1998-01-28,3.51,144,0.0,20221,7.4,2023-02-03
A11.2015.09193,1997-07-03,3.21,150,0.0,20221,7.4,2023-02-03
A11.2016.09604,1997-10-27,3.08,148,0.0,20221,6.4,2023-02-03
A11.2016.09693,1998-01-14,2.94,149,0.0,20221,6.4,2023-02-03
A11.2016.09698,1998-09-13,2.65,150,0.0,20221,6.4,2023-02-03
A11.2016.09912,1997-05-17,3.09,149,0.0,20221,6.4,2023-02-03
A11.2017.10284,1999-08-03,3.11,146,0.0,20221,5.4,2023-02-03
A11.2017.10408,1999-04-17,3.08,146,0.0,20221,5.4,2023-02-03
A11.2017.10409,1997-10-12,2.75,147,0.0,20221,5.4,2023-02-03
A11.2017.10495,1999-08-01,3.1,146,0.0,20221,5.4,2023-02-03
A11.2017.10496,2000-02-19,3.64,146,0.0,20221,5.4,2023-02-03
A11.2017.10619,1999-10-09,3.2,144,0.0,20221,5.4,2023-02-03
A11.2017.10702,1998-10-23,3.28,146,0.0,20221,5.4,2023-02-03
A11.2017.10735,1998-06-13,2.82,146,0.0,20221,5.4,2023-02-03
A11.2017.10813,1998-09-17,3.38,155,0.0,20221,5.4,2023-02-03
A11.2017.10823,1998-11-23,3.56,149,0.0,20221,5.4,2023-02-03
A11.2018.10868,2000-09-26,3.63,144,0.0,20221,4.4,2023-02-03
A11.2018.10994,2000-12-26,2.92,144,0.0,20221,4.4,2023-02-03
A11.2018.11031,1999-03-25,2.98,144,0.0,20221,4.4,2023-02-03
A11.2018.11068,2000-05-12,2.95,144,0.0,20221,4.4,2023-02-03
A11.2018.11278,2000-11-18,3.19,150,0.0,20221,4.4,2023-02-03
A11.2018.11328,2000-06-27,3.33,144,0.0,20221,4.4,2023-02-03
A11.2018.11361,1999-10-18,3.31,144,0.0,20221,4.4,2023-02-03
A11.2018.11380,2000-07-08,3.74,144,0.0,20221,4.4,2023-02-03
A11.2018.11408,2000-04-22,3.35,147,0.0,20221,4.4,2023-02-03
A11.2019.11756,2001-02-27,3.79,144,0.0,20221,3.4,2023-02-03
A11.2019.11944,1994-04-08,3.39,144,0.0,20221,3.4,2023-02-03
A11.2019.12173,2001-10-01,3.85,147,0.0,20221,3.4,2023-02-03
A11.2019.12186,2000-07-08,3.88,144,0.0,20221,3.4,2023-02-03
A11.2019.12304,1999-06-04,3.65,144,0.0,20221,3.4,2023-02-03
A11.2019.12349,2003-01-07,3.78,144,0.0,20221,3.4,2023-02-03
A11.2020.12827,1998-06-13,3.55,144,0.0,20221,2.4,2023-02-03
A11.2020.12832,1998-03-23,3.56,153,0.0,20221,2.4,2023-02-03
A11.2020.12891,1997-05-14,3.39,144,0.0,20221,2.4,2023-02-03
A11.2020.13103,1998-12-03,3.68,147,0.0,20221,2.4,2023-02-03
A11.2019.12334,2001-05-05,3.87,144,0.0,20221,3.4,2023-02-03
A11.2019.12314,2001-03-07,3.55,144,0.0,20221,3.4,2023-02-03
A11.2019.12293,2000-01-07,3.79,144,0.0,20221,3.4,2023-02-03
A11.2019.12273,2001-07-26,3.69,147,0.0,20221,3.4,2023-02-03
A11.2019.12190,2001-07-20,3.8,144,0.0,20221,3.4,2023-02-03
A11.2019.12161,2001-05-05,3.83,144,0.0,20221,3.4,2023-02-03
A11.2019.12148,2001-10-18,3.84,144,0.0,20221,3.4,2023-02-03
A11.2019.12141,2001-04-14,3.51,145,0.0,20221,3.4,2023-02-03
A11.2019.12118,2000-10-19,3.43,144,0.0,20221,3.4,2023-02-03
A11.2019.12113,1999-02-06,3.52,144,0.0,20221,3.4,2023-02-03
A11.2019.12109,2001-07-13,3.54,144,0.0,20221,3.4,2023-02-03
A11.2019.12107,2001-08-12,3.75,144,0.0,20221,3.4,2023-02-03
A11.2019.12106,2000-09-30,3.74,144,0.0,20221,3.4,2023-02-03
A11.2019.12095,2000-04-08,3.82,144,0.0,20221,3.4,2023-02-03
A11.2019.12063,2000-11-24,3.59,145,0.0,20221,3.4,2023-02-03
A11.2019.12062,2001-05-05,3.8,144,0.0,20221,3.4,2023-02-03
A11.2019.12061,2000-12-11,3.78,144,0.0,20221,3.4,2023-02-03
A11.2019.11960,2000-10-11,3.76,144,0.0,20221,3.4,2023-02-03
A11.2019.12028,2001-06-15,3.8,144,0.0,20221,3.4,2023-02-03
A11.2019.11942,1998-10-02,3.73,144,0.0,20221,3.4,2023-02-03
A11.2019.11918,1998-02-26,3.55,144,0.0,20221,3.4,2023-02-03
A11.2019.11892,2001-07-12,3.43,144,0.0,20221,3.4,2023-02-03
A11.2019.11871,2001-04-15,3.65,144,0.0,20221,3.4,2023-02-03
A11.2019.11831,1999-09-09,3.31,144,0.0,20221,3.4,2023-02-03
A11.2019.11778,2001-09-09,3.87,144,0.0,20221,3.4,2023-02-03
A11.2019.11745,1998-12-21,3.75,144,0.0,20221,3.4,2023-02-03
A11.2019.11742,2001-10-27,3.42,144,0.0,20221,3.4,2023-02-03
A11.2019.11720,2001-06-08,3.55,150,0.0,20221,3.4,2023-02-03
A11.2019.11689,2001-10-30,3.8,144,0.0,20221,3.4,2023-02-03
A11.2019.11680,2000-01-26,3.77,144,0.0,20221,3.4,2023-02-03
A11.2019.11679,2001-09-30,3.88,147,0.0,20221,3.4,2023-02-03
A11.2019.11676,2001-12-07,3.87,147,0.0,20221,3.4,2023-02-03
A11.2019.11669,2001-04-05,3.63,144,0.0,20221,3.4,2023-02-03
A11.2019.11666,2001-05-02,3.78,144,0.0,20221,3.4,2023-02-03
A11.2019.11658,2000-08-31,3.61,144,0.0,20221,3.4,2023-02-03
A11.2019.11653,1998-11-18,3.88,144,0.0,20221,3.4,2023-02-03
A11.2019.11651,2001-01-19,3.51,144,0.0,20221,3.4,2023-02-03
A11.2019.11640,2000-12-21,3.66,144,0.0,20221,3.4,2023-02-03
A11.2019.11638,2001-06-17,3.64,144,0.0,20221,3.4,2023-02-03
A11.2019.11636,2001-02-06,3.78,144,0.0,20221,3.4,2023-02-03
A11.2019.11635,2000-03-10,3.81,144,0.0,20221,3.4,2023-02-03
A11.2019.11621,2001-01-27,3.67,144,0.0,20221,3.4,2023-02-03
A11.2018.11600,2001-01-13,3.45,144,0.0,20221,4.4,2023-02-03
A11.2018.11583,2000-06-29,3.33,144,0.0,20221,4.4,2023-02-03
A11.2018.11544,2000-08-26,3.4,144,0.0,20221,4.4,2023-02-03
A11.2018.11524,2000-05-19,3.47,144,0.0,20221,4.4,2023-02-03
A11.2018.11471,2000-01-26,3.79,144,0.0,20221,4.4,2023-02-03
A11.2018.11430,1999-03-28,3.5,144,0.0,20221,4.4,2023-02-03
A11.2018.11333,1999-10-24,3.53,144,0.0,20221,4.4,2023-02-03
A11.2018.11307,2000-01-13,3.51,144,0.0,20221,4.4,2023-02-03
A11.2018.11287,1999-03-04,3.48,147,0.0,20221,4.4,2023-02-03
A11.2018.11197,2000-06-23,3.39,144,0.0,20221,4.4,2023-02-03
A11.2018.11163,2000-02-19,3.14,144,0.0,20221,4.4,2023-02-03
A11.2018.11131,1996-01-13,3.06,144,0.0,20221,4.4,2023-02-03
A11.2018.11123,1999-10-22,3.49,156,0.0,20221,4.4,2023-02-03
A11.2018.11044,1999-09-19,3.35,144,0.0,20221,4.4,2023-02-03
