nim,tgl_lahir,ipk,sks,bobot,ta,lama_studi,tgl_yudisium
E12.2018.01285,2000-06-13,3.46,149,0.0,20212,3.8,2022-07-18
E12.2018.01288,1999-12-01,3.36,149,0.0,20212,3.8,2022-07-18
E12.2018.01289,1999-10-12,3.31,149,0.0,20212,3.8,2022-07-18
E12.2018.01291,1998-06-20,3.2,147,0.0,20212,3.8,2022-07-18
E13.2018.00050,2000-05-03,3.26,147,0.0,20212,3.8,2022-07-18
B11.2018.04993,1999-10-29,3.25,147,0.0,20212,3.8,2022-07-07
B11.2018.05070,2000-03-20,3.52,147,0.0,20212,3.8,2022-07-07
E13.2018.00065,1999-11-08,3.58,147,0.0,20212,3.8,2022-07-18
E13.2018.00062,2000-02-24,3.59,147,0.0,20212,3.8,2022-07-18
E13.2018.00061,2000-08-09,3.33,147,0.0,20212,3.8,2022-07-18
E13.2018.00060,2000-09-05,3.57,147,0.0,20212,3.8,2022-07-18
E13.2018.00058,2000-02-08,3.44,147,0.0,20212,3.8,2022-07-18
E13.2018.00056,2000-06-26,3.43,147,0.0,20212,3.8,2022-07-18
E13.2018.00055,2000-03-25,3.62,147,0.0,20212,3.8,2022-07-18
E13.2018.00054,2000-09-01,3.51,147,0.0,20212,3.8,2022-07-18
E13.2018.00053,2000-05-24,3.38,147,0.0,20212,3.8,2022-07-18
E13.2018.00052,2000-05-15,3.69,147,0.0,20212,3.8,2022-07-18
E13.2018.00051,2000-08-01,3.34,147,0.0,20212,3.8,2022-07-18
E13.2018.00048,1999-10-24,3.49,147,0.0,20212,3.8,2022-07-18
E13.2018.00044,1999-04-22,3.4,147,0.0,20212,3.8,2022-07-18
E13.2018.00042,2000-03-29,3.38,147,0.0,20212,3.8,2022-07-18
E13.2018.00041,2000-03-30,3.47,147,0.0,20212,3.8,2022-07-18
E13.2018.00049,1999-09-08,3.51,147,0.0,20212,3.8,2022-07-07
E13.2018.00046,1999-12-16,3.38,147,0.0,20212,3.8,2022-07-07
E13.2018.00040,2000-10-01,3.79,147,0.0,20212,3.8,2022-07-07
D11.2015.01984,1996-03-14,2.72,144,0.0,20212,6.8,2022-06-30
D11.2017.02544,1999-06-15,3.18,145,0.0,20212,4.8,2022-06-30
D11.2018.02557,2000-10-12,3.53,145,0.0,20212,3.8,2022-06-30
D11.2018.02559,1999-10-29,3.76,145,0.0,20212,3.8,2022-06-30
D11.2018.02560,2000-02-13,3.67,145,0.0,20212,3.8,2022-06-30
D11.2018.02561,1999-12-23,3.48,145,0.0,20212,3.8,2022-06-30
D11.2018.02564,2000-02-01,3.36,145,0.0,20212,3.8,2022-06-30
D11.2018.02566,2000-10-06,3.47,145,0.0,20212,3.8,2022-06-30
D11.2018.02567,2000-03-10,3.62,145,0.0,20212,3.8,2022-06-30
D11.2018.02573,2000-06-09,3.49,145,0.0,20212,3.8,2022-06-30
D11.2018.02576,2000-09-26,3.67,145,0.0,20212,3.8,2022-06-30
D11.2018.02579,1999-04-19,3.23,145,0.0,20212,3.8,2022-06-30
D11.2018.02581,1999-12-09,3.46,145,0.0,20212,3.8,2022-06-30
D11.2018.02584,1999-08-07,3.46,145,0.0,20212,3.8,2022-06-30
D11.2018.02587,2000-09-16,3.53,145,0.0,20212,3.8,2022-06-30
D11.2018.02589,2000-01-03,3.47,145,0.0,20212,3.8,2022-06-30
D11.2018.02590,2000-12-15,3.64,145,0.0,20212,3.8,2022-06-30
D11.2018.02594,1999-07-17,3.3,145,0.0,20212,3.8,2022-06-30
D11.2018.02595,2000-07-14,3.43,145,0.0,20212,3.8,2022-06-30
D11.2018.02597,2000-03-20,3.53,145,0.0,20212,3.8,2022-06-30
D11.2018.02600,2001-04-10,3.38,145,0.0,20212,3.8,2022-06-30
D11.2018.02603,2000-04-01,3.75,145,0.0,20212,3.8,2022-06-30
D11.2018.02605,2000-06-23,3.79,145,0.0,20212,3.8,2022-06-30
D11.2018.02606,2000-09-05,3.58,145,0.0,20212,3.8,2022-06-30
D11.2018.02610,2001-10-24,3.77,145,0.0,20212,3.8,2022-06-30
D11.2018.02611,2000-04-09,3.67,145,0.0,20212,3.8,2022-06-30
D11.2018.02613,2001-01-06,3.78,145,0.0,20212,3.8,2022-06-30
D11.2018.02615,2000-02-15,3.66,145,0.0,20212,3.8,2022-06-30
D11.2018.02616,1999-05-06,3.38,145,0.0,20212,3.8,2022-06-30
D11.2018.02618,2000-07-21,3.59,145,0.0,20212,3.8,2022-06-30
D11.2018.02621,2000-05-09,3.66,145,0.0,20212,3.8,2022-06-30
D11.2018.02624,2000-04-24,3.78,145,0.0,20212,3.8,2022-06-30
D11.2018.02628,2000-09-04,3.58,145,0.0,20212,3.8,2022-06-30
D11.2018.02631,2000-05-04,3.38,145,0.0,20212,3.8,2022-06-30
D11.2018.02632,2000-02-03,3.28,145,0.0,20212,3.8,2022-06-30
D11.2018.02633,1998-12-21,3.32,145,0.0,20212,3.8,2022-06-30
D11.2018.02636,2000-07-10,3.61,145,0.0,20212,3.8,2022-06-30
D11.2018.02637,2000-05-19,3.81,145,0.0,20212,3.8,2022-06-30
D11.2018.02638,2000-05-22,3.54,145,0.0,20212,3.8,2022-06-30
D11.2018.02640,2000-04-25,3.38,145,0.0,20212,3.8,2022-06-30
D11.2018.02641,2000-09-17,3.39,145,0.0,20212,3.8,2022-06-30
D11.2018.02642,2000-08-29,3.7,145,0.0,20212,3.8,2022-06-30
D11.2018.02643,2000-05-12,3.38,145,0.0,20212,3.8,2022-06-30
D11.2018.02644,2000-11-05,3.39,145,0.0,20212,3.8,2022-06-30
D11.2018.02645,1999-10-28,3.28,145,0.0,20212,3.8,2022-06-30
D11.2018.02646,2000-02-04,3.7,145,0.0,20212,3.8,2022-06-30
D11.2018.02648,2000-01-15,3.75,145,0.0,20212,3.8,2022-06-30
D11.2018.02649,2000-09-04,3.58,145,0.0,20212,3.8,2022-06-30
D11.2018.02653,2000-11-06,3.64,145,0.0,20212,3.8,2022-06-30
D11.2018.02659,2000-12-06,3.41,145,0.0,20212,3.8,2022-06-30
D11.2018.02666,2000-09-19,3.47,145,0.0,20212,3.8,2022-06-30
D11.2018.02667,1999-12-19,3.6,145,0.0,20212,3.8,2022-06-30
D11.2018.02668,2000-05-07,3.51,145,0.0,20212,3.8,2022-06-30
D11.2018.02669,1999-12-26,3.75,145,0.0,20212,3.8,2022-06-30
D11.2018.02670,2000-07-30,3.82,145,0.0,20212,3.8,2022-06-30
D11.2018.02671,2000-11-14,3.39,145,0.0,20212,3.8,2022-06-30
D11.2018.02673,1999-08-18,3.31,145,0.0,20212,3.8,2022-06-30
D11.2018.02675,2000-10-06,3.73,145,0.0,20212,3.8,2022-06-30
D11.2018.02676,2000-05-21,3.54,145,0.0,20212,3.8,2022-06-30
D11.2018.02677,2001-03-15,3.63,145,0.0,20212,3.8,2022-06-30
D11.2018.02679,2000-11-19,3.56,145,0.0,20212,3.8,2022-06-30
D11.2018.02680,2000-12-23,3.45,145,0.0,20212,3.8,2022-06-30
D11.2018.02681,2000-03-10,3.23,145,0.0,20212,3.8,2022-06-30
D11.2018.02682,2000-09-28,3.48,145,0.0,20212,3.8,2022-06-30
D11.2018.02683,1999-09-17,3.43,145,0.0,20212,3.8,2022-06-30
D11.2018.02684,2000-03-15,3.6,145,0.0,20212,3.8,2022-06-30
D11.2018.02686,1999-10-11,3.33,145,0.0,20212,3.8,2022-06-30
D11.2018.02688,2000-07-14,3.65,145,0.0,20212,3.8,2022-06-30
D11.2018.02690,2000-02-24,3.71,145,0.0,20212,3.8,2022-06-30
D11.2018.02691,1999-02-02,3.49,145,0.0,20212,3.8,2022-06-30
D11.2018.02692,1999-12-10,3.57,145,0.0,20212,3.8,2022-06-30
D11.2018.02694,1999-12-22,3.65,145,0.0,20212,3.8,2022-06-30
D11.2018.02699,2000-09-20,3.22,145,0.0,20212,3.8,2022-06-30
D11.2018.02705,2000-10-14,3.51,145,0.0,20212,3.8,2022-06-30
D11.2018.02707,1999-12-06,3.68,145,0.0,20212,3.8,2022-06-30
D11.2018.02709,2000-03-02,3.55,145,0.0,20212,3.8,2022-06-30
D11.2018.02712,2000-01-31,3.67,145,0.0,20212,3.8,2022-06-30
D11.2018.02713,1999-10-27,3.64,145,0.0,20212,3.8,2022-06-30
D11.2018.02718,2000-10-13,3.37,145,0.0,20212,3.8,2022-06-30
D11.2018.02721,2000-01-12,3.64,145,0.0,20212,3.8,2022-06-30
D11.2018.02724,2000-05-06,3.64,145,0.0,20212,3.8,2022-06-30
D11.2018.02727,2000-01-27,3.4,145,0.0,20212,3.8,2022-06-30
D11.2018.02729,2000-10-20,3.4,145,0.0,20212,3.8,2022-06-30
D11.2019.02852,1994-10-21,3.72,145,0.0,20212,2.8,2022-06-30
D11.2019.02868,1978-11-05,3.04,145,0.0,20212,2.8,2022-06-30
D11.2020.03047,1989-05-21,3.99,145,0.0,20212,1.8,2022-06-30
D11.2020.03167,2001-02-14,3.7,145,0.0,20212,1.8,2022-06-30
D12.2018.00056,1999-11-26,3.83,150,0.0,20212,3.8,2022-06-30
D12.2018.00069,2000-02-01,3.24,150,0.0,20212,3.8,2022-06-30
D12.2020.00167,2000-03-04,3.77,147,0.0,20212,1.8,2022-06-30
D12.2020.00170,1998-04-27,3.4,149,0.0,20212,1.8,2022-06-30
D22.2017.02046,1998-07-24,2.81,119,0.0,20212,4.8,2022-06-30
D22.2017.02059,1999-12-03,2.93,127,0.0,20212,4.8,2022-06-30
D22.2017.02220,2000-02-23,2.74,124,0.0,20212,4.8,2022-06-30
D22.2017.02226,1999-04-14,3.14,123,0.0,20212,4.8,2022-06-30
D22.2018.02234,2000-01-30,3.44,118,0.0,20212,3.8,2022-06-30
D22.2018.02386,1998-08-28,2.94,118,0.0,20212,3.8,2022-06-30
D22.2018.02461,2000-01-23,3.29,122,0.0,20212,3.8,2022-06-30
D22.2018.02466,2000-05-09,3.03,123,0.0,20212,3.8,2022-06-30
D22.2018.02502,2000-01-11,3.12,122,0.0,20212,3.8,2022-06-30
D22.2018.02529,2000-09-09,3.03,118,0.0,20212,3.8,2022-06-30
B11.2018.05125,2000-10-13,3.42,147,0.0,20212,3.8,2022-07-07
B12.2017.03301,1999-04-04,3.14,149,0.0,20212,0.0,2022-07-07
B11.2018.04991,2000-03-10,3.49,147,0.0,20212,3.8,2022-07-07
B11.2018.05319,1999-11-26,3.57,147,0.0,20212,3.8,2022-07-07
B12.2017.03650,1998-12-30,3.46,149,0.0,20212,4.8,2022-07-07
D11.2017.02397,1999-06-27,3.29,145,0.0,20212,4.8,2022-07-21
D11.2017.02471,1997-05-17,2.94,145,0.0,20212,4.8,2022-07-21
D11.2018.02558,2000-01-08,3.49,145,0.0,20212,3.8,2022-07-21
D11.2018.02565,2000-09-07,3.34,145,0.0,20212,3.8,2022-07-21
D11.2018.02569,2000-07-20,3.66,145,0.0,20212,3.8,2022-07-21
D11.2018.02580,2000-04-23,3.4,145,0.0,20212,3.8,2022-07-21
D11.2018.02582,1999-04-20,3.54,145,0.0,20212,3.8,2022-07-21
D11.2018.02583,1999-11-12,3.64,145,0.0,20212,3.8,2022-07-21
D11.2018.02585,1999-06-14,3.23,145,0.0,20212,3.8,2022-07-21
D11.2018.02592,2000-04-13,3.4,145,0.0,20212,3.8,2022-07-21
D11.2018.02593,2000-08-25,3.34,145,0.0,20212,3.8,2022-07-21
D11.2018.02596,2000-04-10,3.62,145,0.0,20212,3.8,2022-07-21
D11.2018.02598,2000-10-02,3.62,145,0.0,20212,3.8,2022-07-21
D11.2018.02599,2000-02-17,3.6,145,0.0,20212,3.8,2022-07-21
D11.2018.02620,2000-12-18,3.58,145,0.0,20212,3.8,2022-07-21
D11.2018.02650,2001-05-28,3.4,145,0.0,20212,3.8,2022-07-21
D11.2018.02696,2000-08-18,3.48,145,0.0,20212,3.8,2022-07-21
D11.2018.02698,2000-07-10,3.4,145,0.0,20212,3.8,2022-07-21
D11.2018.02701,2000-01-04,3.41,145,0.0,20212,3.8,2022-07-21
D11.2018.02703,2000-02-15,3.42,145,0.0,20212,3.8,2022-07-21
D11.2018.02715,2000-08-02,3.49,145,0.0,20212,3.8,2022-07-21
D11.2018.02716,2002-01-04,3.75,145,0.0,20212,3.8,2022-07-21
D11.2018.02717,1999-12-24,3.41,145,0.0,20212,3.8,2022-07-21
D11.2018.02719,2000-02-14,3.32,145,0.0,20212,3.8,2022-07-21
D11.2018.02728,1999-01-26,3.18,145,0.0,20212,3.8,2022-07-21
D11.2018.02730,2000-01-30,3.35,145,0.0,20212,3.8,2022-07-21
D11.2018.02744,2000-11-01,3.66,145,0.0,20212,3.8,2022-07-21
D11.2020.03033,1997-07-24,3.38,145,0.0,20212,1.8,2022-07-21
D11.2020.03084,1994-01-17,3.78,145,0.0,20212,1.8,2022-07-21
D11.2020.03172,1999-04-15,3.74,145,0.0,20212,1.8,2022-07-21
A15.2017.01004,1998-05-23,3.29,147,0.0,20212,4.8,2022-07-25
A15.2018.01137,2000-01-29,3.42,150,0.0,20212,3.8,2022-07-25
A15.2018.01104,2000-05-21,3.69,150,0.0,20212,3.8,2022-07-25
A11.2018.11475,1999-10-24,3.2,145,0.0,20212,3.8,2022-07-25
A11.2018.11467,1999-07-22,3.04,144,0.0,20212,3.8,2022-07-25
A11.2018.11391,2002-01-12,3.27,147,0.0,20212,3.8,2022-07-25
A11.2018.11298,2000-12-18,3.31,144,0.0,20212,3.8,2022-07-25
A11.2018.11235,2000-10-14,3.77,147,0.0,20212,3.8,2022-07-25
A11.2018.11185,2000-04-27,3.69,144,0.0,20212,3.8,2022-07-25
A16.2018.00139,1998-01-14,3.3,150,0.0,20212,3.8,2022-07-25
A11.2018.11135,2000-08-07,3.38,147,0.0,20212,3.8,2022-07-25
A11.2018.11117,2000-05-10,3.25,144,0.0,20212,3.8,2022-07-25
A11.2018.11108,1999-08-13,3.3,147,0.0,20212,3.8,2022-07-25
A11.2018.11102,2000-10-22,3.35,150,0.0,20212,3.8,2022-07-25
A11.2018.11101,2000-07-17,3.48,144,0.0,20212,3.8,2022-07-25
A11.2018.11025,2000-08-29,3.21,147,0.0,20212,3.8,2022-07-25
A11.2018.10949,2000-04-28,3.69,150,0.0,20212,3.8,2022-07-25
A11.2018.10923,2001-04-04,3.27,147,0.0,20212,3.8,2022-07-25
A11.2018.10884,2000-02-21,3.41,144,0.0,20212,3.8,2022-07-25
A11.2018.10875,1999-12-23,3.55,144,0.0,20212,3.8,2022-07-25
A11.2018.10858,1999-12-10,3.42,144,0.0,20212,3.8,2022-07-25
A11.2017.10616,2000-04-03,3.5,146,0.0,20212,4.8,2022-07-25
A22.2019.02801,2001-06-05,3.36,112,0.0,20212,2.8,2022-07-25
A22.2019.02785,2001-08-06,3.52,112,0.0,20212,2.8,2022-07-25
A22.2019.02781,2001-10-06,3.51,112,0.0,20212,2.8,2022-07-25
A22.2019.02778,2001-02-13,3.24,112,0.0,20212,2.8,2022-07-25
A22.2019.02777,2001-11-16,3.92,112,0.0,20212,2.8,2022-07-25
A22.2019.02776,2000-07-17,3.8,112,0.0,20212,2.8,2022-07-25
A22.2019.02775,2001-02-17,3.68,112,0.0,20212,2.8,2022-07-25
A22.2019.02774,2000-07-18,3.11,112,0.0,20212,2.8,2022-07-25
A22.2019.02771,2002-01-23,3.5,112,0.0,20212,2.8,2022-07-25
A22.2019.02768,2000-10-02,3.73,112,0.0,20212,2.8,2022-07-25
A22.2019.02766,2001-04-08,3.62,112,0.0,20212,2.8,2022-07-25
A22.2019.02764,2001-02-23,3.67,112,0.0,20212,2.8,2022-07-25
A22.2019.02747,1995-12-22,3.63,112,0.0,20212,2.8,2022-07-25
A22.2019.02750,2001-03-25,3.39,112,0.0,20212,2.8,2022-07-25
A22.2019.02739,2001-02-01,3.62,112,0.0,20212,2.8,2022-07-25
A22.2019.02734,2001-01-11,3.87,112,0.0,20212,2.8,2022-07-25
A11.2018.11470,1999-11-17,3.27,144,0.0,20212,3.8,2022-07-25
A11.2018.11469,2000-05-19,3.74,144,0.0,20212,3.8,2022-07-25
A11.2018.11540,1999-12-14,3.48,144,0.0,20212,3.8,2022-07-25
A11.2018.11538,2000-03-10,3.57,144,0.0,20212,3.8,2022-07-25
A11.2018.11501,1999-12-24,3.83,144,0.0,20212,3.8,2022-07-25
A11.2016.09609,1998-06-11,2.99,144,0.0,20212,5.8,2022-07-25
A11.2016.09749,1998-12-07,3.09,146,0.0,20212,5.8,2022-07-25
A11.2017.10079,1999-11-03,3.27,146,0.0,20212,4.8,2022-07-25
A11.2017.10699,1999-02-10,3.3,146,0.0,20212,4.8,2022-07-25
A11.2018.10849,2001-02-18,3.67,147,0.0,20212,3.8,2022-07-25
A11.2018.10857,1998-05-07,3.73,144,0.0,20212,3.8,2022-07-25
A11.2018.10859,2000-08-15,3.29,144,0.0,20212,3.8,2022-07-25
A11.2018.10864,1999-07-01,3.59,144,0.0,20212,3.8,2022-07-25
A11.2018.10867,2000-06-07,3.56,144,0.0,20212,3.8,2022-07-25
A11.2018.10888,2000-07-04,3.84,144,0.0,20212,3.8,2022-07-25
A11.2018.10999,2000-03-11,3.49,144,0.0,20212,3.8,2022-07-25
A11.2018.11000,2000-02-03,3.66,153,0.0,20212,3.8,2022-07-25
A11.2018.11001,2000-01-17,3.55,144,0.0,20212,3.8,2022-07-25
A11.2018.11004,1998-01-20,3.44,144,0.0,20212,3.8,2022-07-25
A11.2018.11007,1998-12-20,3.63,150,0.0,20212,3.8,2022-07-25
A11.2018.11010,2000-08-14,3.69,153,0.0,20212,3.8,2022-07-25
A11.2018.11011,1999-11-04,3.49,150,0.0,20212,3.8,2022-07-25
A11.2018.11127,2000-03-25,3.36,147,0.0,20212,3.8,2022-07-25
A11.2018.11148,1995-10-11,3.47,144,0.0,20212,3.8,2022-07-25
A11.2018.11202,2000-05-25,3.68,144,0.0,20212,3.8,2022-07-25
A11.2018.11249,2000-04-23,3.82,147,0.0,20212,3.8,2022-07-25
A11.2018.11316,1999-10-29,3.59,147,0.0,20212,3.8,2022-07-25
A11.2018.11318,2001-04-30,3.32,144,0.0,20212,3.8,2022-07-25
A11.2018.11392,2000-02-18,3.6,144,0.0,20212,3.8,2022-07-25
A11.2018.11396,1999-01-17,3.68,144,0.0,20212,3.8,2022-07-25
A11.2018.11404,2000-12-18,3.5,144,0.0,20212,3.8,2022-07-25
A12.2019.06261,1995-07-18,3.28,144,0.0,20212,2.8,2022-07-25
A12.2018.06117,2000-08-02,3.27,144,0.0,20212,3.8,2022-07-25
A12.2018.06066,2000-01-06,3.56,144,0.0,20212,3.8,2022-07-25
A12.2018.05989,1999-05-20,3.44,144,0.0,20212,3.8,2022-07-25
A12.2018.05976,1999-12-10,3.48,144,0.0,20212,3.8,2022-07-25
A14.2018.02873,2000-12-26,3.56,147,0.0,20212,3.8,2022-07-25
A14.2018.02897,1999-02-02,2.99,147,0.0,20212,3.8,2022-07-25
A14.2018.02928,1999-09-18,3.27,145,0.0,20212,3.8,2022-07-25
A24.2019.00737,2001-02-02,3.34,110,0.0,20212,2.8,2022-07-25
A24.2019.00734,2000-11-18,3.63,110,0.0,20212,2.8,2022-07-25
A24.2019.00732,2001-03-05,3.61,110,0.0,20212,2.8,2022-07-25
A24.2019.00727,2001-05-23,3.4,110,0.0,20212,2.8,2022-07-25
A24.2019.00726,2000-09-05,3.46,110,0.0,20212,2.8,2022-07-25
A24.2019.00721,2000-08-02,3.67,110,0.0,20212,2.8,2022-07-25
A14.2018.02802,2000-05-09,3.86,146,0.0,20212,3.8,2022-07-25
B11.2017.04454,1998-06-24,3.21,147,0.0,20212,4.8,2022-07-07
A14.2016.02460,1997-07-12,3.26,145,0.0,20212,5.8,2022-07-25
A14.2017.02613,1998-09-29,2.89,145,0.0,20212,4.8,2022-07-25
A14.2017.02618,1999-06-13,3.31,145,0.0,20212,4.8,2022-07-25
A14.2018.02801,1999-10-09,3.3,150,0.0,20212,3.8,2022-07-25
A14.2018.02826,2000-08-10,3.71,146,0.0,20212,3.8,2022-07-25
A14.2018.02831,1999-12-29,3.73,145,0.0,20212,3.8,2022-07-25
A14.2018.02836,2000-05-13,3.39,146,0.0,20212,3.8,2022-07-25
A14.2018.02858,1999-03-29,3.43,145,0.0,20212,3.8,2022-07-25
A14.2018.02869,2000-08-21,3.5,147,0.0,20212,3.8,2022-07-25
A14.2018.02878,2000-05-10,3.52,147,0.0,20212,3.8,2022-07-25
A14.2018.02891,2000-12-16,3.09,147,0.0,20212,3.8,2022-07-25
A14.2018.02913,2001-02-28,3.39,147,0.0,20212,3.8,2022-07-25
A14.2018.02922,1999-11-19,3.24,145,0.0,20212,3.8,2022-07-25
A14.2018.02929,2000-05-28,3.44,145,0.0,20212,3.8,2022-07-25
A14.2018.02950,2001-02-20,3.35,145,0.0,20212,3.8,2022-07-25
A14.2018.02951,2000-01-10,3.28,150,0.0,20212,3.8,2022-07-25
A14.2018.02965,2000-03-18,3.18,147,0.0,20212,3.8,2022-07-25
A14.2018.02971,2000-05-09,3.53,145,0.0,20212,3.8,2022-07-25
A14.2018.02974,1999-07-05,3.4,145,0.0,20212,3.8,2022-07-25
A14.2018.02977,2000-01-08,3.59,145,0.0,20212,3.8,2022-07-25
A14.2018.02981,1999-04-01,3.53,145,0.0,20212,3.8,2022-07-25
A14.2018.02982,1999-04-26,3.37,149,0.0,20212,3.8,2022-07-25
A14.2018.02994,2000-07-09,3.18,147,0.0,20212,3.8,2022-07-25
A14.2018.03031,2000-03-15,3.11,149,0.0,20212,3.8,2022-07-25
A14.2018.03042,2000-10-22,3.7,147,0.0,20212,3.8,2022-07-25
A14.2018.03050,1999-09-16,3.04,149,0.0,20212,3.8,2022-07-25
A14.2018.02975,1998-02-23,3.38,149,0.0,20212,3.8,2022-07-25
A14.2018.02961,1996-11-13,3.34,147,0.0,20212,3.8,2022-07-25
A14.2018.02998,2000-08-03,3.47,151,0.0,20212,3.8,2022-07-25
A14.2018.03008,2000-04-06,3.32,146,0.0,20212,3.8,2022-07-25
A14.2018.03010,2000-04-04,3.53,147,0.0,20212,3.8,2022-07-25
A14.2018.03034,1999-08-02,3.35,156,0.0,20212,3.8,2022-07-25
A14.2018.03048,2000-10-24,3.51,149,0.0,20212,3.8,2022-07-25
A14.2018.02839,1996-11-20,3.7,157,0.0,20212,3.8,2022-07-25
A14.2018.02840,2001-01-18,3.38,150,0.0,20212,3.8,2022-07-25
A14.2018.02841,2000-01-30,3.4,147,0.0,20212,3.8,2022-07-25
A14.2018.02856,2000-01-15,3.29,152,0.0,20212,3.8,2022-07-25
A14.2018.02819,2000-04-14,3.44,145,0.0,20212,3.8,2022-07-25
D12.2020.00147,1988-09-27,3.44,147,0.0,20212,1.8,2022-07-21
B11.2018.05095,1999-11-27,3.52,147,0.0,20212,3.8,2022-07-07
B11.2018.05267,1999-01-24,3.09,147,0.0,20212,3.8,2022-07-07
C11.2018.01895,2000-11-19,3.42,146,0.0,20212,3.8,2022-07-21
C11.2018.01896,2000-04-14,3.51,146,0.0,20212,3.8,2022-07-21
C11.2018.01898,2000-10-18,3.35,146,0.0,20212,3.8,2022-07-21
C11.2018.01924,2001-01-27,3.45,146,0.0,20212,3.8,2022-07-21
C11.2018.01926,2000-04-15,3.49,146,0.0,20212,3.8,2022-07-21
C11.2018.01963,2000-09-12,3.48,146,0.0,20212,3.8,2022-07-21
C11.2018.01966,1999-11-01,3.43,146,0.0,20212,3.8,2022-07-21
C11.2018.01992,1999-12-10,3.45,146,0.0,20212,3.8,2022-07-21
C12.2015.00562,1997-06-23,3.14,151,0.0,20212,6.8,2022-07-21
C12.2015.00595,1997-05-29,3.54,149,0.0,20212,6.8,2022-07-21
C13.2018.00077,2000-08-14,3.6,148,0.0,20212,3.8,2022-07-21
C13.2018.00078,2000-04-22,3.69,146,0.0,20212,3.8,2022-07-21
C13.2018.00079,2000-09-07,3.29,146,0.0,20212,3.8,2022-07-21
C13.2018.00080,2000-03-15,3.59,148,0.0,20212,3.8,2022-07-21
C13.2018.00083,1999-06-25,3.4,146,0.0,20212,3.8,2022-07-21
C13.2018.00084,2001-04-10,3.45,146,0.0,20212,3.8,2022-07-21
C13.2018.00089,2001-03-24,3.47,146,0.0,20212,3.8,2022-07-21
C13.2018.00090,2000-06-17,3.68,148,0.0,20212,3.8,2022-07-21
C13.2018.00091,2000-07-22,3.43,146,0.0,20212,3.8,2022-07-21
C13.2018.00092,2001-02-12,3.58,148,0.0,20212,3.8,2022-07-21
C13.2018.00093,1999-03-24,3.81,146,0.0,20212,3.8,2022-07-21
C13.2018.00094,2000-09-25,3.45,148,0.0,20212,3.8,2022-07-21
C13.2018.00097,2000-10-11,3.45,146,0.0,20212,3.8,2022-07-21
C13.2018.00099,1999-07-01,3.48,146,0.0,20212,3.8,2022-07-21
C13.2018.00101,2000-07-21,3.57,148,0.0,20212,3.8,2022-07-21
C13.2018.00104,2000-02-02,3.58,146,0.0,20212,3.8,2022-07-21
C13.2018.00107,2000-03-19,3.67,146,0.0,20212,3.8,2022-07-21
C13.2018.00109,2000-11-12,3.35,146,0.0,20212,3.8,2022-07-21
C13.2018.00111,2000-10-25,3.53,146,0.0,20212,3.8,2022-07-21
C13.2018.00112,2000-06-17,3.37,146,0.0,20212,3.8,2022-07-21
C13.2018.00115,1999-07-11,3.68,146,0.0,20212,3.8,2022-07-21
C13.2018.00120,1999-10-22,3.37,146,0.0,20212,3.8,2022-07-21
C13.2018.00122,2000-05-30,3.79,146,0.0,20212,3.8,2022-07-21
C13.2018.00123,2000-09-19,3.58,146,0.0,20212,3.8,2022-07-21
C13.2018.00125,2001-04-10,3.38,146,0.0,20212,3.8,2022-07-21
E13.2018.00066,2000-11-10,3.39,147,0.0,20212,3.8,2022-07-18
E13.2018.00070,1999-04-26,3.59,147,0.0,20212,3.8,2022-07-07
A15.2018.01261,1999-01-14,3.36,150,0.0,20212,3.8,2022-07-25
A15.2018.01259,2000-09-22,3.41,147,0.0,20212,3.8,2022-07-25
A15.2018.01096,1997-05-11,3.57,147,0.0,20212,3.8,2022-07-25
A15.2018.01216,1999-09-29,3.63,148,0.0,20212,3.8,2022-07-25
A15.2018.01188,2000-10-23,3.51,147,0.0,20212,3.8,2022-07-25
A15.2018.01169,1999-06-25,3.4,148,0.0,20212,3.8,2022-07-25
A15.2018.01167,2000-02-16,3.36,147,0.0,20212,3.8,2022-07-25
A15.2018.01099,2000-07-06,3.66,150,0.0,20212,3.8,2022-07-25
A15.2018.01086,2001-01-13,3.61,150,0.0,20212,3.8,2022-07-25
A15.2018.01082,2001-02-04,3.66,150,0.0,20212,3.8,2022-07-25
A15.2018.01075,1999-05-01,3.82,147,0.0,20212,3.8,2022-07-25
A15.2017.00812,1998-01-20,3.17,144,0.0,20212,4.8,2022-07-25
A16.2018.00130,2000-07-19,2.86,150,0.0,20212,3.8,2022-07-25
A11.2020.13090,1999-09-11,3.58,147,0.0,20212,1.8,2022-07-25
A11.2018.11168,2001-05-05,3.77,144,0.0,20212,3.8,2022-07-25
A11.2018.10932,2000-12-09,3.77,150,0.0,20212,3.8,2022-07-25
A11.2017.10243,1999-09-04,3.24,146,0.0,20212,4.8,2022-07-25
A16.2018.00145,2000-02-29,3.42,150,0.0,20212,3.8,2022-07-25
A16.2018.00133,2000-03-17,3.24,150,0.0,20212,3.8,2022-07-25
A16.2018.00124,2000-07-04,3.17,150,0.0,20212,3.8,2022-07-25
A16.2018.00113,2000-07-27,3.16,150,0.0,20212,3.8,2022-07-25
A16.2018.00106,2000-03-23,3.32,150,0.0,20212,3.8,2022-07-25
A16.2018.00102,1998-11-03,3.4,150,0.0,20212,3.8,2022-07-25
A11.2018.11542,2000-11-24,3.52,144,0.0,20212,3.8,2022-07-25
A11.2018.11436,2000-11-21,3.45,144,0.0,20212,3.8,2022-07-25
